,Gene stable ID,Gene name,Transcript name,RefSeq match transcript (MANE Select),Ensembl Canonical,Transcript stable ID,gene_id
7049,ENSG00000166166,TRMT61A,TRMT61A-202,NM_152307.3,True,ENST00000389749,ENSG00000166166.12
7050,ENSG00000204516,MICB,MICB-201,NM_005931.5,True,ENST00000252229,ENSG00000204516.9
7051,ENSG00000129990,SYT5,SYT5-201,NM_003180.3,True,ENST00000354308,ENSG00000129990.14
7052,ENSG00000185515,BRCC3,BRCC3-201,NM_001018055.3,True,ENST00000330045,ENSG00000185515.14
7053,ENSG00000159792,PSKH1,PSKH1-201,NM_006742.3,True,ENST00000291041,ENSG00000159792.9
7054,ENSG00000132881,CPLANE2,CPLANE2-201,NM_030907.4,True,ENST00000375599,ENSG00000132881.11
7055,ENSG00000092330,TINF2,TINF2-201,NM_001099274.3,True,ENST00000267415,ENSG00000092330.16
7056,ENSG00000164144,ARFIP1,ARFIP1-201,NM_001025595.3,True,ENST00000353617,ENSG00000164144.15
7057,ENSG00000165782,PIP4P1,PIP4P1-201,NM_144568.4,True,ENST00000250489,ENSG00000165782.10
7058,ENSG00000068912,ERLEC1,ERLEC1-201,NM_015701.5,True,ENST00000185150,ENSG00000068912.13
7059,ENSG00000254685,FPGT,FPGT-202,NM_003838.5,True,ENST00000370898,ENSG00000254685.6
7060,ENSG00000101997,CCDC22,CCDC22-201,NM_014008.5,True,ENST00000376227,ENSG00000101997.12
7061,ENSG00000197620,EOLA1,EOLA1-202,NM_001171907.3,True,ENST00000393985,ENSG00000197620.10
7062,ENSG00000170113,NIPA1,NIPA1-201,NM_144599.5,True,ENST00000337435,ENSG00000170113.15
7063,ENSG00000140284,SLC27A2,SLC27A2-201,NM_003645.4,True,ENST00000267842,ENSG00000140284.10
7064,ENSG00000100324,TAB1,TAB1-201,NM_006116.3,True,ENST00000216160,ENSG00000100324.13
7065,ENSG00000106459,NRF1,NRF1-205,NM_005011.5,True,ENST00000393232,ENSG00000106459.14
7066,ENSG00000104228,TRIM35,TRIM35-201,NM_171982.5,True,ENST00000305364,ENSG00000104228.12
7067,ENSG00000007545,CRAMP1,CRAMP1-202,NM_020825.4,True,ENST00000397412,ENSG00000007545.15
7068,ENSG00000100852,ARHGAP5,ARHGAP5-202,NM_001030055.2,True,ENST00000345122,ENSG00000100852.12
7069,ENSG00000124587,PEX6,PEX6-202,NM_000287.4,True,ENST00000304611,ENSG00000124587.13
7070,ENSG00000179364,PACS2,PACS2-203,NM_001100913.3,True,ENST00000447393,ENSG00000179364.13
7071,ENSG00000188234,AGAP4,AGAP4-205,NM_001276343.3,True,ENST00000616763,ENSG00000188234.13
7072,ENSG00000138794,CASP6,CASP6-201,NM_001226.4,True,ENST00000265164,ENSG00000138794.9
7073,ENSG00000166896,ATP23,ATP23-201,NM_033276.4,True,ENST00000300145,ENSG00000166896.8
7074,ENSG00000243477,NAA80,NAA80-204,NM_001200016.2,True,ENST00000443094,ENSG00000243477.5
7075,ENSG00000157349,DDX19B,DDX19B-201,NM_007242.7,True,ENST00000288071,ENSG00000157349.16
7076,ENSG00000100320,RBFOX2,RBFOX2-220,NM_001349999.2,True,ENST00000695854,ENSG00000100320.22
7077,ENSG00000179604,CDC42EP4,CDC42EP4-201,NM_012121.5,True,ENST00000335793,ENSG00000179604.9
7078,ENSG00000082701,GSK3B,GSK3B-201,NM_001146156.2,True,ENST00000264235,ENSG00000082701.15
7079,ENSG00000164048,ZNF589,ZNF589-201,NM_016089.3,True,ENST00000354698,ENSG00000164048.13
7080,ENSG00000171608,PIK3CD,PIK3CD-202,NM_005026.5,True,ENST00000377346,ENSG00000171608.15
7081,ENSG00000159579,RSPRY1,RSPRY1-201,NM_133368.3,True,ENST00000394420,ENSG00000159579.13
7082,ENSG00000121210,TMEM131L,TMEM131L-203,NM_001131007.2,True,ENST00000409959,ENSG00000121210.15
7083,ENSG00000283403,,,,True,ENST00000592347,ENSG00000283403.1
7084,ENSG00000147592,LACTB2,LACTB2-201,NM_016027.3,True,ENST00000276590,ENSG00000147592.8
7085,ENSG00000103199,ZNF500,ZNF500-201,NM_021646.4,True,ENST00000219478,ENSG00000103199.13
7086,ENSG00000115825,PRKD3,PRKD3-201,NM_005813.6,True,ENST00000234179,ENSG00000115825.9
7087,ENSG00000204604,ZNF468,ZNF468-202,NM_001008801.2,True,ENST00000595646,ENSG00000204604.10
7088,ENSG00000003509,NDUFAF7,NDUFAF7-201,NM_144736.5,True,ENST00000002125,ENSG00000003509.15
7089,ENSG00000234851,RPL23AP42,RPL23AP42-201,,True,ENST00000471152,ENSG00000234851.4
7090,ENSG00000151576,QTRT2,QTRT2-201,NM_024638.4,True,ENST00000281273,ENSG00000151576.10
7091,ENSG00000263513,FAM72C,FAM72C-202,NM_001287385.2,True,ENST00000584486,ENSG00000263513.5
7092,ENSG00000163607,GTPBP8,GTPBP8-203,NM_014170.4,True,ENST00000383678,ENSG00000163607.15
7093,ENSG00000100647,SUSD6,SUSD6-201,NM_014734.4,True,ENST00000342745,ENSG00000100647.7
7094,ENSG00000109775,UFSP2,UFSP2-201,NM_018359.5,True,ENST00000264689,ENSG00000109775.10
7095,ENSG00000085224,ATRX,ATRX-201,NM_000489.6,True,ENST00000373344,ENSG00000085224.22
7096,ENSG00000171612,SLC25A33,SLC25A33-201,NM_032315.3,True,ENST00000302692,ENSG00000171612.6
7097,ENSG00000177853,ZNF518A,ZNF518A-201,NM_001330736.2,True,ENST00000316045,ENSG00000177853.14
7098,ENSG00000154710,RABGEF1,RABGEF1-201,NM_014504.3,True,ENST00000284957,ENSG00000154710.17
7099,ENSG00000177485,ZBTB33,ZBTB33-202,NM_001184742.2,True,ENST00000557385,ENSG00000177485.6
7100,ENSG00000115750,TAF1B,TAF1B-201,NM_005680.3,True,ENST00000263663,ENSG00000115750.16
7101,ENSG00000037749,MFAP3,MFAP3-212,NM_005927.5,True,ENST00000522782,ENSG00000037749.12
7102,ENSG00000170653,ATF7,ATF7-201,NM_006856.3,True,ENST00000420353,ENSG00000170653.18
7103,ENSG00000105732,ZNF574,ZNF574-202,NM_022752.6,True,ENST00000359044,ENSG00000105732.12
7104,ENSG00000144048,DUSP11,DUSP11-201,NM_003584.3,True,ENST00000272444,ENSG00000144048.10
7105,ENSG00000178381,ZFAND2A,ZFAND2A-201,NM_182491.4,True,ENST00000316495,ENSG00000178381.11
7106,ENSG00000197563,PIGN,PIGN-245,NM_176787.5,True,ENST00000640252,ENSG00000197563.10
7107,ENSG00000167904,TMEM68,TMEM68-202,NM_001286657.2,True,ENST00000434581,ENSG00000167904.14
7108,ENSG00000169093,ASMTL,ASMTL-201,NM_004192.4,True,ENST00000381317,ENSG00000169093.15
7109,ENSG00000167395,ZNF646,ZNF646-201,NM_014699.4,True,ENST00000300850,ENSG00000167395.10
7110,ENSG00000164758,MED30,MED30-201,NM_080651.4,True,ENST00000297347,ENSG00000164758.7
7111,ENSG00000253738,OTUD6B-AS1,OTUD6B-AS1-201,,True,ENST00000522817,ENSG00000253738.1
7112,ENSG00000125875,TBC1D20,TBC1D20-201,NM_144628.4,True,ENST00000354200,ENSG00000125875.13
7113,ENSG00000168818,STX18,STX18-201,NM_016930.4,True,ENST00000306200,ENSG00000168818.9
7114,ENSG00000174943,KCTD13,KCTD13-208,NM_178863.5,True,ENST00000568000,ENSG00000174943.10
7115,ENSG00000108506,INTS2,INTS2-201,NM_001351695.2,True,ENST00000251334,ENSG00000108506.12
7116,ENSG00000115840,SLC25A12,SLC25A12-202,NM_003705.5,True,ENST00000422440,ENSG00000115840.13
7117,ENSG00000188511,MIR3667HG,MIR3667HG-204,,True,ENST00000414287,ENSG00000188511.12
7118,ENSG00000117475,BLZF1,BLZF1-203,NM_001320973.2,True,ENST00000367808,ENSG00000117475.13
7119,ENSG00000119397,CNTRL,CNTRL-205,NM_007018.6,True,ENST00000373855,ENSG00000119397.16
7120,ENSG00000174840,PDE12,PDE12-201,NM_177966.7,True,ENST00000311180,ENSG00000174840.8
7121,ENSG00000204899,MZT1,MZT1-201,NM_001071775.3,True,ENST00000377818,ENSG00000204899.5
7122,ENSG00000113761,ZNF346,ZNF346-201,NM_012279.4,True,ENST00000358149,ENSG00000113761.11
7123,ENSG00000260456,C16orf95,C16orf95-205,NM_001195124.3,True,ENST00000567970,ENSG00000260456.6
7124,ENSG00000162194,LBHD1,LBHD1-201,NM_024099.5,True,ENST00000354588,ENSG00000162194.12
7125,ENSG00000133065,SLC41A1,SLC41A1-201,NM_173854.6,True,ENST00000367137,ENSG00000133065.10
7126,ENSG00000152382,TADA1,TADA1-201,NM_053053.4,True,ENST00000367874,ENSG00000152382.5
7127,ENSG00000204228,HSD17B8,HSD17B8-203,NM_014234.5,True,ENST00000374662,ENSG00000204228.3
7128,ENSG00000183864,TOB2,TOB2-201,NM_016272.4,True,ENST00000327492,ENSG00000183864.4
7129,ENSG00000155008,APOOL,APOOL-201,NM_198450.6,True,ENST00000373173,ENSG00000155008.13
7130,ENSG00000074356,NCBP3,NCBP3-201,NM_001114118.3,True,ENST00000389005,ENSG00000074356.16
7131,ENSG00000106948,AKNA,AKNA-206,NM_001317950.2,True,ENST00000374088,ENSG00000106948.16
7132,ENSG00000213190,MLLT11,MLLT11-201,NM_006818.4,True,ENST00000368921,ENSG00000213190.3
7133,ENSG00000163481,RNF25,RNF25-201,NM_022453.3,True,ENST00000295704,ENSG00000163481.7
7134,ENSG00000177576,C18orf32,C18orf32-201,NM_001035005.4,True,ENST00000318240,ENSG00000177576.11
7135,ENSG00000183742,MACC1,MACC1-202,NM_182762.4,True,ENST00000400331,ENSG00000183742.12
7136,ENSG00000139437,TCHP,TCHP-202,NM_001143852.2,True,ENST00000405876,ENSG00000139437.17
7137,ENSG00000198951,NAGA,NAGA-201,NM_000262.3,True,ENST00000396398,ENSG00000198951.11
7138,ENSG00000144597,EAF1,EAF1-201,NM_033083.7,True,ENST00000396842,ENSG00000144597.13
7139,ENSG00000162378,ZYG11B,ZYG11B-201,NM_024646.3,True,ENST00000294353,ENSG00000162378.12
7140,ENSG00000169410,PTPN9,PTPN9-205,NM_002833.4,True,ENST00000618819,ENSG00000169410.9
7141,ENSG00000123191,ATP7B,ATP7B-201,NM_000053.4,True,ENST00000242839,ENSG00000123191.14
7142,ENSG00000136925,TSTD2,TSTD2-201,NM_139246.5,True,ENST00000341170,ENSG00000136925.14
7143,ENSG00000111670,GNPTAB,GNPTAB-201,NM_024312.5,True,ENST00000299314,ENSG00000111670.15
7144,ENSG00000088727,KIF9,KIF9-213,NM_182902.4,True,ENST00000684063,ENSG00000088727.12
7145,ENSG00000135587,SMPD2,SMPD2-201,NM_003080.3,True,ENST00000258052,ENSG00000135587.8
7146,ENSG00000113140,SPARC,SPARC-201,NM_003118.4,True,ENST00000231061,ENSG00000113140.10
7147,ENSG00000180979,LRRC57,LRRC57-202,NM_153260.3,True,ENST00000397130,ENSG00000180979.9
7148,ENSG00000226259,GTF2H2B,GTF2H2B-201,,True,ENST00000508065,ENSG00000226259.10
7149,ENSG00000102996,MMP15,MMP15-201,NM_002428.4,True,ENST00000219271,ENSG00000102996.4
7150,ENSG00000165716,DIPK1B,DIPK1B-202,NM_152421.4,True,ENST00000371692,ENSG00000165716.10
7151,ENSG00000204070,SYS1,SYS1-201,NM_033542.4,True,ENST00000243918,ENSG00000204070.9
7152,ENSG00000118217,ATF6,ATF6-201,NM_007348.4,True,ENST00000367942,ENSG00000118217.5
7153,ENSG00000122483,CCDC18,CCDC18-212,NM_001378204.1,True,ENST00000690025,ENSG00000122483.17
7154,ENSG00000075568,TMEM131,TMEM131-201,NM_015348.2,True,ENST00000186436,ENSG00000075568.16
7155,ENSG00000169740,ZNF32,ZNF32-201,NM_006973.3,True,ENST00000374433,ENSG00000169740.13
7156,ENSG00000165898,ISCA2,ISCA2-204,NM_194279.4,True,ENST00000556816,ENSG00000165898.13
7157,ENSG00000177119,ANO6,ANO6-201,NM_001025356.3,True,ENST00000320560,ENSG00000177119.15
7158,ENSG00000100926,TM9SF1,TM9SF1-201,NM_006405.7,True,ENST00000261789,ENSG00000100926.14
7159,ENSG00000113441,LNPEP,LNPEP-201,NM_005575.3,True,ENST00000231368,ENSG00000113441.15
7160,ENSG00000155287,SLC25A28,SLC25A28-201,NM_031212.4,True,ENST00000370495,ENSG00000155287.10
7161,ENSG00000081019,RSBN1,RSBN1-201,NM_018364.5,True,ENST00000261441,ENSG00000081019.13
7162,ENSG00000108405,P2RX1,P2RX1-201,NM_002558.4,True,ENST00000225538,ENSG00000108405.3
7163,ENSG00000198839,ZNF277,ZNF277-201,NM_021994.3,True,ENST00000361822,ENSG00000198839.9
7164,ENSG00000166963,MAP1A,MAP1A-201,NM_002373.6,True,ENST00000300231,ENSG00000166963.12
7165,ENSG00000077150,NFKB2,NFKB2-211,NM_001322934.2,True,ENST00000661543,ENSG00000077150.18
7166,ENSG00000048028,USP28,USP28-217,NM_001346252.4,True,ENST00000696973,ENSG00000048028.11
7167,ENSG00000111674,ENO2,ENO2-201,NM_001975.3,True,ENST00000229277,ENSG00000111674.8
7168,ENSG00000145041,DCAF1,DCAF1-204,NM_001387579.1,True,ENST00000684031,ENSG00000145041.15
7169,ENSG00000168591,TMUB2,TMUB2-204,NM_001076674.3,True,ENST00000538716,ENSG00000168591.15
7170,ENSG00000258199,,,,True,ENST00000553176,ENSG00000258199.1
7171,ENSG00000048740,CELF2,CELF2-213,NM_001326342.2,True,ENST00000633077,ENSG00000048740.18
7172,ENSG00000144306,SCRN3,SCRN3-201,NM_024583.5,True,ENST00000272732,ENSG00000144306.14
7173,ENSG00000117305,HMGCL,HMGCL-203,NM_000191.3,True,ENST00000374490,ENSG00000117305.14
7174,ENSG00000101290,CDS2,CDS2-203,NM_003818.4,True,ENST00000460006,ENSG00000101290.13
7175,ENSG00000168564,CDKN2AIP,CDKN2AIP-203,NM_017632.4,True,ENST00000504169,ENSG00000168564.5
7176,ENSG00000174652,ZNF266,ZNF266-206,NM_001370374.1,True,ENST00000592904,ENSG00000174652.18
7177,ENSG00000147854,UHRF2,UHRF2-201,NM_152896.3,True,ENST00000276893,ENSG00000147854.16
7178,ENSG00000185189,NRBP2,NRBP2-202,NM_178564.4,True,ENST00000442628,ENSG00000185189.17
7179,ENSG00000180628,PCGF5,PCGF5-201,NM_032373.5,True,ENST00000336126,ENSG00000180628.14
7180,ENSG00000068323,TFE3,TFE3-201,NM_006521.6,True,ENST00000315869,ENSG00000068323.16
7181,ENSG00000102786,INTS6,INTS6-201,NM_012141.3,True,ENST00000311234,ENSG00000102786.14
7182,ENSG00000213341,CHUK,CHUK-201,NM_001278.5,True,ENST00000370397,ENSG00000213341.10
7183,ENSG00000151014,NOCT,NOCT-201,NM_012118.4,True,ENST00000280614,ENSG00000151014.5
7184,ENSG00000093217,XYLB,XYLB-201,NM_005108.4,True,ENST00000207870,ENSG00000093217.10
7185,ENSG00000054967,RELT,RELT-201,NM_152222.2,True,ENST00000064780,ENSG00000054967.12
7186,ENSG00000180901,KCTD2,KCTD2-201,NM_015353.3,True,ENST00000322444,ENSG00000180901.10
7187,ENSG00000146828,SLC12A9,SLC12A9-201,NM_020246.4,True,ENST00000354161,ENSG00000146828.17
7188,ENSG00000103226,NOMO3,NOMO3-202,NM_001004067.4,True,ENST00000399336,ENSG00000103226.17
7189,ENSG00000103248,MTHFSD,MTHFSD-201,NM_001159377.2,True,ENST00000360900,ENSG00000103248.18
7190,ENSG00000106610,STAG3L4,STAG3L4-201,,True,ENST00000352103,ENSG00000106610.15
7191,ENSG00000139990,DCAF5,DCAF5-201,NM_003861.3,True,ENST00000341516,ENSG00000139990.17
7192,ENSG00000068024,HDAC4,HDAC4-215,NM_001378414.1,True,ENST00000543185,ENSG00000068024.16
7193,ENSG00000189114,BLOC1S3,BLOC1S3-201,NM_212550.5,True,ENST00000433642,ENSG00000189114.6
7194,ENSG00000149577,SIDT2,SIDT2-202,NM_001040455.2,True,ENST00000324225,ENSG00000149577.15
7195,ENSG00000116539,ASH1L,ASH1L-202,NM_018489.3,True,ENST00000392403,ENSG00000116539.12
7196,ENSG00000141258,SGSM2,SGSM2-201,NM_014853.3,True,ENST00000268989,ENSG00000141258.12
7197,ENSG00000231431,FAR2P4,FAR2P4-201,,True,ENST00000425399,ENSG00000231431.7
7198,ENSG00000089876,DHX32,DHX32-201,NM_018180.3,True,ENST00000284690,ENSG00000089876.11
7199,ENSG00000109083,IFT20,IFT20-203,NM_001267776.2,True,ENST00000395418,ENSG00000109083.13
7200,ENSG00000171055,FEZ2,FEZ2-204,NM_005102.3,True,ENST00000405912,ENSG00000171055.14
7201,ENSG00000213672,NCKIPSD,NCKIPSD-201,NM_016453.4,True,ENST00000294129,ENSG00000213672.7
7202,ENSG00000163006,CCDC138,CCDC138-201,NM_144978.3,True,ENST00000295124,ENSG00000163006.11
7203,ENSG00000198742,SMURF1,SMURF1-202,NM_181349.3,True,ENST00000361368,ENSG00000198742.9
7204,ENSG00000198598,MMP17,MMP17-201,NM_016155.7,True,ENST00000360564,ENSG00000198598.6
7205,ENSG00000169490,TM2D2,TM2D2-202,NM_078473.3,True,ENST00000456397,ENSG00000169490.16
7206,ENSG00000120008,WDR11,WDR11-201,NM_018117.12,True,ENST00000263461,ENSG00000120008.15
7207,ENSG00000119729,RHOQ,RHOQ-201,NM_012249.4,True,ENST00000238738,ENSG00000119729.11
7208,ENSG00000125319,HROB,HROB-203,NM_001171251.3,True,ENST00000585683,ENSG00000125319.14
7209,ENSG00000213995,NAXD,NAXD-206,NM_001242882.2,True,ENST00000680254,ENSG00000213995.11
7210,ENSG00000225546,LINC02476,LINC02476-203,,True,ENST00000660268,ENSG00000225546.5
7211,ENSG00000095739,BAMBI,BAMBI-201,NM_012342.3,True,ENST00000375533,ENSG00000095739.10
7212,ENSG00000155252,PI4K2A,PI4K2A-201,NM_018425.4,True,ENST00000370631,ENSG00000155252.13
7213,ENSG00000207217,SNORA80D,SNORA80D-201,,True,ENST00000384488,ENSG00000207217.1
7214,ENSG00000198482,ZNF808,ZNF808-201,NM_001039886.4,True,ENST00000359798,ENSG00000198482.11
7215,ENSG00000154920,EME1,EME1-201,NM_152463.4,True,ENST00000338165,ENSG00000154920.14
7216,ENSG00000141968,VAV1,VAV1-210,NM_005428.4,True,ENST00000602142,ENSG00000141968.7
7217,ENSG00000128016,ZFP36,ZFP36-203,NM_003407.5,True,ENST00000597629,ENSG00000128016.5
7218,ENSG00000109079,TNFAIP1,TNFAIP1-201,NM_021137.5,True,ENST00000226225,ENSG00000109079.9
7219,ENSG00000159267,HLCS,HLCS-207,NM_001352514.2,True,ENST00000674895,ENSG00000159267.14
7220,ENSG00000006695,COX10,COX10-201,NM_001303.4,True,ENST00000261643,ENSG00000006695.10
7221,ENSG00000075651,PLD1,PLD1-201,NM_002662.5,True,ENST00000351298,ENSG00000075651.15
7222,ENSG00000155744,HYCC2,HYCC2-212,NM_001321623.1,True,ENST00000681958,ENSG00000155744.9
7223,ENSG00000125484,GTF3C4,GTF3C4-201,NM_012204.4,True,ENST00000372146,ENSG00000125484.11
7224,ENSG00000136643,RPS6KC1,RPS6KC1-202,NM_012424.6,True,ENST00000366960,ENSG00000136643.11
7225,ENSG00000275004,ZNF280B,ZNF280B-203,NM_080764.4,True,ENST00000626650,ENSG00000275004.3
7226,ENSG00000134575,ACP2,ACP2-206,NM_001610.4,True,ENST00000672073,ENSG00000134575.9
7227,ENSG00000181915,ADO,ADO-201,NM_032804.6,True,ENST00000373783,ENSG00000181915.4
7228,ENSG00000138660,AP1AR,AP1AR-201,NM_018569.6,True,ENST00000274000,ENSG00000138660.11
7229,ENSG00000100815,TRIP11,TRIP11-201,NM_004239.4,True,ENST00000267622,ENSG00000100815.12
7230,ENSG00000135956,TMEM127,TMEM127-201,NM_017849.4,True,ENST00000258439,ENSG00000135956.8
7231,ENSG00000150961,SEC24D,SEC24D-201,NM_014822.4,True,ENST00000280551,ENSG00000150961.14
7232,ENSG00000111412,SPRING1,SPRING1-201,NM_024738.4,True,ENST00000261318,ENSG00000111412.5
7233,ENSG00000196118,CFAP119,CFAP119-206,NM_001014979.3,True,ENST00000543610,ENSG00000196118.11
7234,ENSG00000111203,ITFG2,ITFG2-201,NM_018463.4,True,ENST00000228799,ENSG00000111203.12
7235,ENSG00000047188,YTHDC2,YTHDC2-201,NM_022828.5,True,ENST00000161863,ENSG00000047188.15
7236,ENSG00000174579,MSL2,MSL2-201,NM_018133.4,True,ENST00000309993,ENSG00000174579.3
7237,ENSG00000198399,ITSN2,ITSN2-201,NM_006277.3,True,ENST00000355123,ENSG00000198399.14
7238,ENSG00000119640,ACYP1,ACYP1-201,NM_001107.5,True,ENST00000238618,ENSG00000119640.8
7239,ENSG00000184056,VPS33B,VPS33B-201,NM_018668.5,True,ENST00000333371,ENSG00000184056.14
7240,ENSG00000197774,EME2,EME2-205,NM_001257370.2,True,ENST00000568449,ENSG00000197774.12
7241,ENSG00000183569,SERHL2,SERHL2-201,NM_014509.5,True,ENST00000327678,ENSG00000183569.17
7242,ENSG00000104142,VPS18,VPS18-201,NM_020857.3,True,ENST00000220509,ENSG00000104142.10
7243,ENSG00000166140,ZFYVE19,ZFYVE19-203,NM_001077268.2,True,ENST00000355341,ENSG00000166140.17
7244,ENSG00000110330,BIRC2,BIRC2-201,NM_001166.5,True,ENST00000227758,ENSG00000110330.8
7245,ENSG00000102753,KPNA3,KPNA3-201,NM_002267.4,True,ENST00000261667,ENSG00000102753.9
7246,ENSG00000090581,GNPTG,GNPTG-201,NM_032520.5,True,ENST00000204679,ENSG00000090581.9
7247,ENSG00000171320,ESCO2,ESCO2-201,NM_001017420.3,True,ENST00000305188,ENSG00000171320.14
7248,ENSG00000196792,STRN3,STRN3-202,NM_001083893.2,True,ENST00000357479,ENSG00000196792.11
7249,ENSG00000108557,RAI1,RAI1-201,NM_030665.4,True,ENST00000353383,ENSG00000108557.18
7250,ENSG00000152520,PAN3,PAN3-201,NM_175854.8,True,ENST00000380958,ENSG00000152520.13
7251,ENSG00000183723,CMTM4,CMTM4-202,NM_181521.3,True,ENST00000394106,ENSG00000183723.12
7252,ENSG00000185495,SEPTIN7P13,SEPTIN7P13-201,,True,ENST00000327086,ENSG00000185495.10
7253,ENSG00000206562,METTL6,METTL6-202,NM_152396.4,True,ENST00000383790,ENSG00000206562.11
7254,ENSG00000174485,DENND4A,DENND4A-202,NM_001320835.1,True,ENST00000443035,ENSG00000174485.15
7255,ENSG00000180448,ARHGAP45,ARHGAP45-201,NM_012292.5,True,ENST00000313093,ENSG00000180448.10
7256,ENSG00000054523,KIF1B,KIF1B-214,NM_001365951.3,True,ENST00000676179,ENSG00000054523.17
7257,ENSG00000115661,STK16,STK16-201,NM_001330213.2,True,ENST00000396738,ENSG00000115661.13
7258,ENSG00000005100,DHX33,DHX33-201,NM_020162.4,True,ENST00000225296,ENSG00000005100.12
7259,ENSG00000064393,HIPK2,HIPK2-202,NM_022740.5,True,ENST00000406875,ENSG00000064393.15
7260,ENSG00000214367,HAUS3,HAUS3-202,NM_001303143.2,True,ENST00000443786,ENSG00000214367.7
7261,ENSG00000154781,CCDC174,CCDC174-202,NM_016474.5,True,ENST00000383794,ENSG00000154781.15
7262,ENSG00000197782,ZNF780A,ZNF780A-212,NM_001142578.2,True,ENST00000683561,ENSG00000197782.14
7263,ENSG00000179562,GCC1,GCC1-201,NM_024523.6,True,ENST00000321407,ENSG00000179562.2
7264,ENSG00000215790,SLC35E2A,SLC35E2A-201,,True,ENST00000643943,ENSG00000215790.7
7265,ENSG00000073417,PDE8A,PDE8A-203,NM_002605.3,True,ENST00000394553,ENSG00000073417.14
7266,ENSG00000099326,MZF1,MZF1-201,NM_198055.2,True,ENST00000215057,ENSG00000099326.8
7267,ENSG00000261150,EPPK1,EPPK1-202,NM_031308.4,True,ENST00000615648,ENSG00000261150.2
7268,ENSG00000059728,MXD1,MXD1-201,NM_002357.4,True,ENST00000264444,ENSG00000059728.10
7269,ENSG00000153317,ASAP1,ASAP1-202,NM_018482.4,True,ENST00000518721,ENSG00000153317.14
7270,ENSG00000203883,SOX18,SOX18-201,NM_018419.3,True,ENST00000340356,ENSG00000203883.6
7271,ENSG00000136213,CHST12,CHST12-204,NM_018641.5,True,ENST00000618655,ENSG00000136213.9
7272,ENSG00000132953,XPO4,XPO4-201,NM_022459.5,True,ENST00000255305,ENSG00000132953.16
7273,ENSG00000104714,ERICH1,ERICH1-201,NM_207332.3,True,ENST00000262109,ENSG00000104714.13
7274,ENSG00000147168,IL2RG,IL2RG-202,NM_000206.3,True,ENST00000374202,ENSG00000147168.12
7275,ENSG00000120910,PPP3CC,PPP3CC-201,NM_005605.5,True,ENST00000240139,ENSG00000120910.14
7276,ENSG00000136897,MRPL50,MRPL50-201,NM_019051.3,True,ENST00000374865,ENSG00000136897.7
7277,ENSG00000275740,,,,True,ENST00000506502,ENSG00000275740.1
7278,ENSG00000177606,JUN,JUN-201,NM_002228.4,True,ENST00000371222,ENSG00000177606.6
7279,ENSG00000226210,WASH8P,WASH8P-201,,True,ENST00000400706,ENSG00000226210.3
7280,ENSG00000154358,OBSCN,OBSCN-228,NM_001386125.1,True,ENST00000680850,ENSG00000154358.20
7281,ENSG00000147400,CETN2,CETN2-201,NM_004344.3,True,ENST00000370277,ENSG00000147400.8
7282,ENSG00000224699,LAMTOR5-AS1,LAMTOR5-AS1-238,,True,ENST00000626572,ENSG00000224699.8
7283,ENSG00000185340,GAS2L1,GAS2L1-208,NM_001362985.3,True,ENST00000616432,ENSG00000185340.15
7284,ENSG00000111647,BLTP3B,BLTP3B-201,NM_015054.2,True,ENST00000279907,ENSG00000111647.12
7285,ENSG00000123636,BAZ2B,BAZ2B-203,NM_013450.4,True,ENST00000392783,ENSG00000123636.17
7286,ENSG00000064651,SLC12A2,SLC12A2-201,NM_001046.3,True,ENST00000262461,ENSG00000064651.13
7287,ENSG00000276997,,,,True,ENST00000613697,ENSG00000276997.4
7288,ENSG00000125351,UPF3B,UPF3B-201,NM_080632.3,True,ENST00000276201,ENSG00000125351.11
7289,ENSG00000112294,ALDH5A1,ALDH5A1-202,NM_001080.3,True,ENST00000357578,ENSG00000112294.12
7290,ENSG00000011132,APBA3,APBA3-201,NM_004886.4,True,ENST00000316757,ENSG00000011132.11
7291,ENSG00000164615,CAMLG,CAMLG-201,NM_001745.4,True,ENST00000297156,ENSG00000164615.4
7292,ENSG00000202198,7SK,7SK.1-201,,True,ENST00000365328,ENSG00000202198.1
7293,ENSG00000186104,CYP2R1,CYP2R1-201,NM_024514.5,True,ENST00000334636,ENSG00000186104.10
7294,ENSG00000157617,C2CD2,C2CD2-202,NM_015500.2,True,ENST00000380486,ENSG00000157617.16
7295,ENSG00000141446,ESCO1,ESCO1-201,NM_052911.3,True,ENST00000269214,ENSG00000141446.10
7296,ENSG00000160993,ALKBH4,ALKBH4-201,NM_017621.4,True,ENST00000292566,ENSG00000160993.3
7297,ENSG00000205572,SERF1B,SERF1B-201,NM_022978.3,True,ENST00000380750,ENSG00000205572.9
7298,ENSG00000283041,,,,True,ENST00000634247,ENSG00000283041.1
7299,ENSG00000102098,SCML2,SCML2-201,NM_006089.3,True,ENST00000251900,ENSG00000102098.17
7300,ENSG00000112305,SMAP1,SMAP1-203,NM_001044305.3,True,ENST00000370455,ENSG00000112305.14
7301,ENSG00000110422,HIPK3,HIPK3-201,NM_005734.5,True,ENST00000303296,ENSG00000110422.11
7302,ENSG00000166348,USP54,USP54-222,NM_001391956.1,True,ENST00000687698,ENSG00000166348.18
7303,ENSG00000226067,LINC00623,LINC00623-202,,True,ENST00000614062,ENSG00000226067.6
