,Gene stable ID,Gene name,Transcript name,RefSeq match transcript (MANE Select),Ensembl Canonical,Transcript stable ID,gene_id
0,ENSG00000276168,RN7SL1,RN7SL1-201,,True,ENST00000618786,ENSG00000276168.1
1,ENSG00000274012,RN7SL2,RN7SL2-201,,True,ENST00000490232,ENSG00000274012.1
2,ENSG00000283293,RN7SK,RN7SK-201,,True,ENST00000636484,ENSG00000283293.1
3,ENSG00000277209,RPPH1,RPPH1-201,,True,ENST00000516869,ENSG00000277209.1
4,ENSG00000277027,RMRP,RMRP-201,,True,ENST00000363046,ENSG00000277027.1
5,ENSG00000263934,SNORD3A,SNORD3A-201,,True,ENST00000584923,ENSG00000263934.4
6,ENSG00000222328,RNU2-2P,RNU2-2P-201,,True,ENST00000410396,ENSG00000222328.1
7,ENSG00000274266,SNORA73A,SNORA73A-201,,True,ENST00000364938,ENSG00000274266.1
8,ENSG00000156508,EEF1A1,EEF1A1-201,NM_001402.6,True,ENST00000309268,ENSG00000156508.17
9,ENSG00000200087,SNORA73B,SNORA73B-201,,True,ENST00000363217,ENSG00000200087.1
10,ENSG00000198804,MT-CO1,MT-CO1-201,,True,ENST00000361624,ENSG00000198804.2
11,ENSG00000274585,RNU2-1,RNU2-1-201,,True,ENST00000618664,ENSG00000274585.1
12,ENSG00000278048,U2,U2.16-201,,True,ENST00000613119,ENSG00000278048.1
13,ENSG00000278591,U2,U2.19-201,,True,ENST00000618602,ENSG00000278591.1
14,ENSG00000277903,U2,U2.15-201,,True,ENST00000611544,ENSG00000277903.1
15,ENSG00000274432,U2,U2.5-201,,True,ENST00000619465,ENSG00000274432.1
16,ENSG00000275616,U2,U2.11-201,,True,ENST00000616345,ENSG00000275616.1
17,ENSG00000276596,U2,U2.12-201,,True,ENST00000613778,ENSG00000276596.1
18,ENSG00000273709,U2,U2.2-201,,True,ENST00000616535,ENSG00000273709.1
19,ENSG00000274862,U2,U2.9-201,,True,ENST00000615427,ENSG00000274862.1
20,ENSG00000275219,U2,U2.10-201,,True,ENST00000620268,ENSG00000275219.1
21,ENSG00000274062,U2,U2.3-201,,True,ENST00000617785,ENSG00000274062.1
22,ENSG00000196565,HBG2,HBG2-201,NM_000184.3,True,ENST00000336906,ENSG00000196565.14
23,ENSG00000198938,MT-CO3,MT-CO3-201,,True,ENST00000362079,ENSG00000198938.2
24,ENSG00000197238,H4C11,H4C11-201,NM_021968.4,True,ENST00000355057,ENSG00000197238.4
25,ENSG00000251562,MALAT1,MALAT1-202,,True,ENST00000534336,ENSG00000251562.8
26,ENSG00000284931,,,,True,ENST00000642908,ENSG00000284931.1
27,ENSG00000231500,RPS18,RPS18-230,NM_022551.3,True,ENST00000439602,ENSG00000231500.6
28,ENSG00000198712,MT-CO2,MT-CO2-201,,True,ENST00000361739,ENSG00000198712.1
29,ENSG00000140988,RPS2,RPS2-201,NM_002952.4,True,ENST00000343262,ENSG00000140988.15
30,ENSG00000202538,RNU4-2,RNU4-2-201,,True,ENST00000365668,ENSG00000202538.1
31,ENSG00000188846,RPL14,RPL14-202,NM_001034996.3,True,ENST00000396203,ENSG00000188846.13
32,ENSG00000187837,H1-2,H1-2-201,NM_005319.4,True,ENST00000343677,ENSG00000187837.3
33,ENSG00000147403,RPL10,RPL10-202,NM_006013.5,True,ENST00000369817,ENSG00000147403.16
34,ENSG00000206585,RNVU1-7,RNVU1-7-201,,True,ENST00000383858,ENSG00000206585.1
35,ENSG00000089157,RPLP0,RPLP0-203,NM_001002.4,True,ENST00000392514,ENSG00000089157.15
36,ENSG00000177600,RPLP2,RPLP2-201,NM_001004.4,True,ENST00000321153,ENSG00000177600.8
37,ENSG00000174444,RPL4,RPL4-201,NM_000968.4,True,ENST00000307961,ENSG00000174444.14
38,ENSG00000278249,SCARNA2,SCARNA2-201,,True,ENST00000458748,ENSG00000278249.1
39,ENSG00000149273,RPS3,RPS3-217,NM_001005.5,True,ENST00000531188,ENSG00000149273.14
40,ENSG00000161016,RPL8,RPL8-207,NM_001317782.2,True,ENST00000528957,ENSG00000161016.17
41,ENSG00000236737,GAGE12B,GAGE12B-201,,True,ENST00000361446,ENSG00000236737.1
42,ENSG00000200795,RNU4-1,RNU4-1-201,,True,ENST00000363925,ENSG00000200795.1
43,ENSG00000142541,RPL13A,RPL13A-201,NM_012423.4,True,ENST00000391857,ENSG00000142541.16
44,ENSG00000075624,ACTB,ACTB-217,NM_001101.5,True,ENST00000646664,ENSG00000075624.14
45,ENSG00000197903,H2BC12,H2BC12-201,NM_001312653.2,True,ENST00000356950,ENSG00000197903.7
46,ENSG00000198899,MT-ATP6,MT-ATP6-201,,True,ENST00000361899,ENSG00000198899.2
47,ENSG00000229117,RPL41,RPL41-204,NM_001035267.2,True,ENST00000546591,ENSG00000229117.8
48,ENSG00000270882,H4C14,H4C14-201,NM_003548.2,True,ENST00000578186,ENSG00000270882.2
49,ENSG00000087086,FTL,FTL-201,NM_000146.4,True,ENST00000331825,ENSG00000087086.14
50,ENSG00000164587,RPS14,RPS14-203,NM_005617.4,True,ENST00000407193,ENSG00000164587.12
51,ENSG00000186468,RPS23,RPS23-201,NM_001025.5,True,ENST00000296674,ENSG00000186468.12
52,ENSG00000213934,HBG1,HBG1-201,NM_000559.3,True,ENST00000330597,ENSG00000213934.8
53,ENSG00000142937,RPS8,RPS8-202,NM_001012.2,True,ENST00000396651,ENSG00000142937.11
54,ENSG00000108107,RPL28,RPL28-201,NM_000991.5,True,ENST00000344063,ENSG00000108107.14
55,ENSG00000171858,RPS21,RPS21-201,NM_001024.4,True,ENST00000343986,ENSG00000171858.17
56,ENSG00000105193,RPS16,RPS16-201,NM_001020.6,True,ENST00000251453,ENSG00000105193.8
57,ENSG00000124614,RPS10,RPS10-209,NM_001014.5,True,ENST00000648437,ENSG00000124614.15
58,ENSG00000137818,RPLP1,RPLP1-201,NM_001003.3,True,ENST00000260379,ENSG00000137818.11
59,ENSG00000198886,MT-ND4,MT-ND4-201,,True,ENST00000361381,ENSG00000198886.2
60,ENSG00000105372,RPS19,RPS19-206,NM_001022.4,True,ENST00000598742,ENSG00000105372.7
61,ENSG00000167658,EEF2,EEF2-201,NM_001961.4,True,ENST00000309311,ENSG00000167658.15
62,ENSG00000275708,MIR3648-1,MIR3648-1-201,,True,ENST00000615959,ENSG00000275708.1
63,ENSG00000264462,MIR3648-2,MIR3648-2-201,,True,ENST00000581792,ENSG00000264462.1
64,ENSG00000181163,NPM1,NPM1-201,NM_002520.7,True,ENST00000296930,ENSG00000181163.13
65,ENSG00000148303,RPL7A,RPL7A-202,NM_000972.3,True,ENST00000323345,ENSG00000148303.16
66,ENSG00000105640,RPL18A,RPL18A-201,NM_000980.4,True,ENST00000222247,ENSG00000105640.12
67,ENSG00000167526,RPL13,RPL13-201,NM_000977.4,True,ENST00000311528,ENSG00000167526.13
68,ENSG00000111640,GAPDH,GAPDH-201,NM_002046.7,True,ENST00000229239,ENSG00000111640.14
69,ENSG00000198763,MT-ND2,MT-ND2-201,,True,ENST00000361453,ENSG00000198763.3
70,ENSG00000233927,RPS28,RPS28-203,NM_001031.5,True,ENST00000600659,ENSG00000233927.4
71,ENSG00000144713,RPL32,RPL32-204,NM_000994.4,True,ENST00000429711,ENSG00000144713.12
72,ENSG00000168028,RPSA,RPSA-201,NM_002295.6,True,ENST00000301821,ENSG00000168028.13
73,ENSG00000074800,ENO1,ENO1-201,NM_001428.5,True,ENST00000234590,ENSG00000074800.15
74,ENSG00000198888,MT-ND1,MT-ND1-201,,True,ENST00000361390,ENSG00000198888.2
75,ENSG00000196262,PPIA,PPIA-204,NM_021130.5,True,ENST00000468812,ENSG00000196262.13
76,ENSG00000070756,PABPC1,PABPC1-201,NM_002568.4,True,ENST00000318607,ENSG00000070756.15
77,ENSG00000174748,RPL15,RPL15-201,NM_002948.5,True,ENST00000307839,ENSG00000174748.20
78,ENSG00000142534,RPS11,RPS11-201,NM_001015.5,True,ENST00000270625,ENSG00000142534.6
79,ENSG00000273768,RNVU1-29,RNVU1-29-201,,True,ENST00000615842,ENSG00000273768.1
80,ENSG00000206588,RNU1-28P,RNU1-28P-201,,True,ENST00000383861,ENSG00000206588.1
81,ENSG00000206652,RNU1-1,RNU1-1-201,,True,ENST00000383925,ENSG00000206652.1
82,ENSG00000207389,RNU1-4,RNU1-4-201,,True,ENST00000384659,ENSG00000207389.1
83,ENSG00000207513,RNU1-3,RNU1-3-201,,True,ENST00000384782,ENSG00000207513.1
84,ENSG00000206596,RNU1-27P,RNU1-27P-201,,True,ENST00000383869,ENSG00000206596.1
85,ENSG00000206737,RNVU1-18,RNVU1-18-201,,True,ENST00000384010,ENSG00000206737.1
86,ENSG00000207005,RNU1-2,RNU1-2-201,,True,ENST00000384278,ENSG00000207005.1
87,ENSG00000275405,U1,U1.26-201,,True,ENST00000619109,ENSG00000275405.1
88,ENSG00000008988,RPS20,RPS20-201,NM_001023.4,True,ENST00000009589,ENSG00000008988.9
89,ENSG00000198242,RPL23A,RPL23A-204,NM_000984.6,True,ENST00000422514,ENSG00000198242.13
90,ENSG00000145425,RPS3A,RPS3A-201,NM_001006.5,True,ENST00000274065,ENSG00000145425.9
91,ENSG00000206172,HBA1,HBA1-201,NM_000558.5,True,ENST00000320868,ENSG00000206172.8
92,ENSG00000182774,RPS17,RPS17-209,NM_001021.6,True,ENST00000647841,ENSG00000182774.12
93,ENSG00000108298,RPL19,RPL19-201,NM_000981.4,True,ENST00000225430,ENSG00000108298.11
94,ENSG00000123416,TUBA1B,TUBA1B-202,NM_006082.3,True,ENST00000336023,ENSG00000123416.15
95,ENSG00000145592,RPL37,RPL37-201,NM_000997.5,True,ENST00000274242,ENSG00000145592.13
96,ENSG00000204628,RACK1,RACK1-227,NM_006098.5,True,ENST00000512805,ENSG00000204628.11
97,ENSG00000083845,RPS5,RPS5-201,NM_001009.4,True,ENST00000196551,ENSG00000083845.8
98,ENSG00000149925,ALDOA,ALDOA-218,NM_001243177.4,True,ENST00000642816,ENSG00000149925.18
99,ENSG00000171863,RPS7,RPS7-210,NM_001011.4,True,ENST00000645674,ENSG00000171863.14
100,ENSG00000147604,RPL7,RPL7-201,NM_000971.4,True,ENST00000352983,ENSG00000147604.13
101,ENSG00000096384,HSP90AB1,HSP90AB1-203,NM_007355.4,True,ENST00000371646,ENSG00000096384.19
102,ENSG00000115268,RPS15,RPS15-209,NM_001018.5,True,ENST00000592588,ENSG00000115268.9
103,ENSG00000213931,HBE1,HBE1-203,NM_005330.4,True,ENST00000396895,ENSG00000213931.6
104,ENSG00000136942,RPL35,RPL35-201,NM_007209.4,True,ENST00000348462,ENSG00000136942.14
105,ENSG00000177954,RPS27,RPS27-205,NM_001030.6,True,ENST00000651669,ENSG00000177954.12
106,ENSG00000197756,RPL37A,RPL37A-210,NM_000998.5,True,ENST00000491306,ENSG00000197756.9
107,ENSG00000138326,RPS24,RPS24-202,NM_033022.4,True,ENST00000372360,ENSG00000138326.19
108,ENSG00000221983,UBA52,UBA52-202,NM_001033930.3,True,ENST00000442744,ENSG00000221983.7
109,ENSG00000063177,RPL18,RPL18-208,NM_000979.4,True,ENST00000549920,ENSG00000063177.12
110,ENSG00000198918,RPL39,RPL39-201,NM_001000.4,True,ENST00000361575,ENSG00000198918.7
111,ENSG00000100316,RPL3,RPL3-201,NM_000967.4,True,ENST00000216146,ENSG00000100316.15
112,ENSG00000135486,HNRNPA1,HNRNPA1-202,NM_031157.4,True,ENST00000340913,ENSG00000135486.17
113,ENSG00000167996,FTH1,FTH1-201,NM_002032.3,True,ENST00000273550,ENSG00000167996.15
114,ENSG00000112306,RPS12,RPS12-201,NM_001016.4,True,ENST00000230050,ENSG00000112306.7
115,ENSG00000089009,RPL6,RPL6-201,NM_000970.6,True,ENST00000202773,ENSG00000089009.15
116,ENSG00000137309,HMGA1,HMGA1-201,NM_145899.3,True,ENST00000311487,ENSG00000137309.19
117,ENSG00000183598,H3C13,H3C13-201,NM_001123375.3,True,ENST00000331491,ENSG00000183598.3
118,ENSG00000198727,MT-CYB,MT-CYB-201,,True,ENST00000361789,ENSG00000198727.2
119,ENSG00000163682,RPL9,RPL9-201,NM_000661.5,True,ENST00000295955,ENSG00000163682.16
120,ENSG00000254772,EEF1G,EEF1G-201,NM_001404.5,True,ENST00000329251,ENSG00000254772.9
121,ENSG00000212907,MT-ND4L,MT-ND4L-201,,True,ENST00000361335,ENSG00000212907.2
122,ENSG00000132341,RAN,RAN-212,NM_006325.5,True,ENST00000543796,ENSG00000132341.11
123,ENSG00000198755,RPL10A,RPL10A-201,NM_007104.5,True,ENST00000322203,ENSG00000198755.10
124,ENSG00000196747,H2AC13,H2AC13-201,NM_003509.3,True,ENST00000358739,ENSG00000196747.4
125,ENSG00000168298,H1-4,H1-4-201,NM_005321.3,True,ENST00000304218,ENSG00000168298.6
126,ENSG00000137154,RPS6,RPS6-204,NM_001010.3,True,ENST00000380394,ENSG00000137154.12
127,ENSG00000134419,RPS15A,RPS15A-201,NM_001019.5,True,ENST00000322989,ENSG00000134419.15
128,ENSG00000142676,RPL11,RPL11-206,NM_000975.5,True,ENST00000643754,ENSG00000142676.14
129,ENSG00000184009,ACTG1,ACTG1-205,NM_001614.5,True,ENST00000573283,ENSG00000184009.11
130,ENSG00000125691,RPL23,RPL23-206,NM_000978.4,True,ENST00000479035,ENSG00000125691.12
131,ENSG00000109971,HSPA8,HSPA8-224,NM_006597.6,True,ENST00000534624,ENSG00000109971.13
132,ENSG00000135821,GLUL,GLUL-202,NM_001033044.4,True,ENST00000331872,ENSG00000135821.18
133,ENSG00000170889,RPS9,RPS9-201,NM_001013.4,True,ENST00000302907,ENSG00000170889.13
134,ENSG00000265681,RPL17,RPL17-208,NM_001035006.5,True,ENST00000580261,ENSG00000265681.7
135,ENSG00000197958,RPL12,RPL12-201,NM_000976.4,True,ENST00000361436,ENSG00000197958.12
136,ENSG00000109475,RPL34,RPL34-202,NM_001319236.2,True,ENST00000394667,ENSG00000109475.16
137,ENSG00000244398,RPL36AP37,RPL36AP37-201,,True,ENST00000459748,ENSG00000244398.1
138,ENSG00000170315,UBB,UBB-201,NM_018955.4,True,ENST00000302182,ENSG00000170315.13
139,ENSG00000182899,RPL35A,RPL35A-211,NM_000996.4,True,ENST00000647248,ENSG00000182899.16
140,ENSG00000118181,RPS25,RPS25-202,NM_001028.3,True,ENST00000527673,ENSG00000118181.10
141,ENSG00000213741,RPS29,RPS29-201,NM_001032.5,True,ENST00000245458,ENSG00000213741.10
142,ENSG00000131469,RPL27,RPL27-201,NM_000988.5,True,ENST00000253788,ENSG00000131469.14
143,ENSG00000110955,ATP5F1B,ATP5F1B-201,NM_001686.4,True,ENST00000262030,ENSG00000110955.8
144,ENSG00000274997,H2AC12,H2AC12-201,NM_080596.3,True,ENST00000377459,ENSG00000274997.1
145,ENSG00000071082,RPL31,RPL31-201,NM_000993.5,True,ENST00000264258,ENSG00000071082.10
146,ENSG00000196230,TUBB,TUBB-205,NM_178014.4,True,ENST00000327892,ENSG00000196230.12
147,ENSG00000213719,CLIC1,CLIC1-208,NM_001288.6,True,ENST00000375784,ENSG00000213719.8
148,ENSG00000278705,H4C2,H4C2-201,NM_003544.3,True,ENST00000377745,ENSG00000278705.1
149,ENSG00000161970,RPL26,RPL26-213,NM_000987.5,True,ENST00000648839,ENSG00000161970.14
150,ENSG00000122406,RPL5,RPL5-202,NM_000969.5,True,ENST00000370321,ENSG00000122406.13
151,ENSG00000278677,H2AC17,H2AC17-201,NM_003514.2,True,ENST00000359611,ENSG00000278677.1
152,ENSG00000104904,OAZ1,OAZ1-211,,True,ENST00000602676,ENSG00000104904.12
153,ENSG00000110700,RPS13,RPS13-202,NM_001017.3,True,ENST00000525634,ENSG00000110700.6
154,ENSG00000114391,RPL24,RPL24-201,NM_000986.4,True,ENST00000394077,ENSG00000114391.12
155,ENSG00000084207,GSTP1,GSTP1-202,NM_000852.4,True,ENST00000398606,ENSG00000084207.16
156,ENSG00000143947,RPS27A,RPS27A-201,NM_002954.6,True,ENST00000272317,ENSG00000143947.13
157,ENSG00000149806,FAU,FAU-207,NM_001997.5,True,ENST00000529639,ENSG00000149806.10
158,ENSG00000130255,RPL36,RPL36-201,NM_033643.3,True,ENST00000347512,ENSG00000130255.12
159,ENSG00000124635,H2BC11,H2BC11-201,NM_021058.4,True,ENST00000339812,ENSG00000124635.8
160,ENSG00000099901,RANBP1,RANBP1-208,NM_001278639.2,True,ENST00000430524,ENSG00000099901.16
161,ENSG00000173660,UQCRH,UQCRH-201,NM_006004.4,True,ENST00000311672,ENSG00000173660.11
162,ENSG00000196656,,,,True,ENST00000485827,ENSG00000196656.7
163,ENSG00000205542,TMSB4X,TMSB4X-204,NM_021109.4,True,ENST00000451311,ENSG00000205542.10
164,ENSG00000172809,RPL38,RPL38-201,NM_000999.4,True,ENST00000311111,ENSG00000172809.12
165,ENSG00000065978,YBX1,YBX1-201,NM_004559.5,True,ENST00000321358,ENSG00000065978.18
166,ENSG00000185686,PRAME,PRAME-205,NM_206956.3,True,ENST00000405655,ENSG00000185686.17
167,ENSG00000133112,TPT1,TPT1-212,NM_003295.4,True,ENST00000530705,ENSG00000133112.16
168,ENSG00000187514,PTMA,PTMA-202,NM_002823.5,True,ENST00000409115,ENSG00000187514.16
169,ENSG00000277075,H2AC8,H2AC8-201,NM_021052.4,True,ENST00000303910,ENSG00000277075.2
170,ENSG00000228253,MT-ATP8,MT-ATP8-201,,True,ENST00000361851,ENSG00000228253.1
171,ENSG00000156482,RPL30,RPL30-201,NM_000989.4,True,ENST00000287038,ENSG00000156482.10
172,ENSG00000166441,RPL27A,RPL27A-201,NM_000990.5,True,ENST00000314138,ENSG00000166441.12
173,ENSG00000238795,SCARNA12,SCARNA12-201,,True,ENST00000459155,ENSG00000238795.1
174,ENSG00000197061,H4C3,H4C3-201,NM_003542.4,True,ENST00000377803,ENSG00000197061.4
175,ENSG00000132475,H3-3B,H3-3B-201,NM_005324.5,True,ENST00000254810,ENSG00000132475.10
176,ENSG00000125743,SNRPD2,SNRPD2-201,NM_001384647.1,True,ENST00000342669,ENSG00000125743.10
177,ENSG00000203875,SNHG5,SNHG5-228,,True,ENST00000655847,ENSG00000203875.11
178,ENSG00000184260,H2AC20,H2AC20-201,NM_003517.3,True,ENST00000331380,ENSG00000184260.5
179,ENSG00000243678,NME2,NME2-205,NM_002512.4,True,ENST00000512737,ENSG00000243678.11
180,ENSG00000196531,NACA,NACA-203,NM_001365896.1,True,ENST00000454682,ENSG00000196531.10
181,ENSG00000200959,SNORA74A,SNORA74A-201,,True,ENST00000364089,ENSG00000200959.1
182,ENSG00000154518,ATP5MC3,ATP5MC3-201,NM_001689.5,True,ENST00000284727,ENSG00000154518.9
183,ENSG00000207165,SNORA70,SNORA70-201,,True,ENST00000384436,ENSG00000207165.1
184,ENSG00000198830,HMGN2,HMGN2-201,NM_005517.4,True,ENST00000361427,ENSG00000198830.10
185,ENSG00000198034,RPS4X,RPS4X-201,NM_001007.5,True,ENST00000316084,ENSG00000198034.10
186,ENSG00000132507,EIF5A,EIF5A-202,NM_001970.5,True,ENST00000336458,ENSG00000132507.17
187,ENSG00000225091,SNORA71A,SNORA71A-201,,True,ENST00000364729,ENSG00000225091.3
188,ENSG00000173812,EIF1,EIF1-203,NM_005801.4,True,ENST00000469257,ENSG00000173812.10
189,ENSG00000161960,EIF4A1,EIF4A1-201,NM_001416.4,True,ENST00000293831,ENSG00000161960.14
190,ENSG00000158406,H4C8,H4C8-201,NM_003543.4,True,ENST00000377727,ENSG00000158406.4
191,ENSG00000241468,ATP5MF,ATP5MF-201,NM_004889.5,True,ENST00000292475,ENSG00000241468.7
192,ENSG00000106153,CHCHD2,CHCHD2-201,NM_016139.4,True,ENST00000395422,ENSG00000106153.12
193,ENSG00000122026,RPL21,RPL21-202,NM_000982.4,True,ENST00000311549,ENSG00000122026.10
194,ENSG00000172757,CFL1,CFL1-201,NM_005507.3,True,ENST00000308162,ENSG00000172757.12
195,ENSG00000111716,LDHB,LDHB-201,NM_002300.8,True,ENST00000350669,ENSG00000111716.12
196,ENSG00000162244,RPL29,RPL29-201,NM_000992.3,True,ENST00000294189,ENSG00000162244.11
197,ENSG00000180596,H2BC4,H2BC4-202,NM_003526.3,True,ENST00000396984,ENSG00000180596.7
198,ENSG00000119335,SET,SET-201,NM_003011.4,True,ENST00000322030,ENSG00000119335.16
199,ENSG00000080824,HSP90AA1,HSP90AA1-201,NM_005348.4,True,ENST00000216281,ENSG00000080824.18
200,ENSG00000117450,PRDX1,PRDX1-202,NM_181697.3,True,ENST00000319248,ENSG00000117450.13
201,ENSG00000164405,UQCRQ,UQCRQ-203,NM_014402.5,True,ENST00000378670,ENSG00000164405.10
202,ENSG00000122566,HNRNPA2B1,HNRNPA2B1-209,NM_002137.4,True,ENST00000618183,ENSG00000122566.21
203,ENSG00000140264,SERF2,SERF2-201,NM_001018108.4,True,ENST00000249786,ENSG00000140264.19
204,ENSG00000274641,H2BC17,H2BC17-201,NM_003527.4,True,ENST00000616182,ENSG00000274641.1
205,ENSG00000184110,EIF3C,EIF3C-201,NM_003752.5,True,ENST00000331666,ENSG00000184110.14
206,ENSG00000167553,TUBA1C,TUBA1C-201,NM_032704.5,True,ENST00000301072,ENSG00000167553.15
207,ENSG00000131143,COX4I1,COX4I1-201,NM_001861.6,True,ENST00000253452,ENSG00000131143.8
208,ENSG00000126267,COX6B1,COX6B1-204,NM_001863.5,True,ENST00000649813,ENSG00000126267.9
209,ENSG00000105202,FBL,FBL-201,NM_001436.4,True,ENST00000221801,ENSG00000105202.8
210,ENSG00000197111,PCBP2,PCBP2-207,NM_031989.5,True,ENST00000546463,ENSG00000197111.15
211,ENSG00000198786,MT-ND5,MT-ND5-201,,True,ENST00000361567,ENSG00000198786.2
212,ENSG00000145741,BTF3,BTF3-202,NM_001037637.2,True,ENST00000380591,ENSG00000145741.15
213,ENSG00000163041,H3-3A,H3-3A-203,NM_002107.7,True,ENST00000366815,ENSG00000163041.9
214,ENSG00000259001,,,,True,ENST00000554988,ENSG00000259001.3
215,ENSG00000130726,TRIM28,TRIM28-201,NM_005762.3,True,ENST00000253024,ENSG00000130726.11
216,ENSG00000005022,SLC25A5,SLC25A5-201,NM_001152.5,True,ENST00000317881,ENSG00000005022.5
217,ENSG00000092199,HNRNPC,HNRNPC-204,NM_004500.4,True,ENST00000553300,ENSG00000092199.17
218,ENSG00000108518,PFN1,PFN1-201,NM_005022.4,True,ENST00000225655,ENSG00000108518.7
219,ENSG00000110321,EIF4G2,EIF4G2-201,NM_001418.4,True,ENST00000339995,ENSG00000110321.16
220,ENSG00000150753,CCT5,CCT5-201,NM_012073.5,True,ENST00000280326,ENSG00000150753.11
221,ENSG00000275994,SNORA24,SNORA24-201,,True,ENST00000384096,ENSG00000275994.1
222,ENSG00000234741,GAS5,GAS5-280,,True,ENST00000702964,ENSG00000234741.7
223,ENSG00000158373,H2BC5,H2BC5-202,NM_021063.4,True,ENST00000377777,ENSG00000158373.8
224,ENSG00000277918,RNVU1-28,RNVU1-28-201,,True,ENST00000610976,ENSG00000277918.1
225,ENSG00000198840,MT-ND3,MT-ND3-201,,True,ENST00000361227,ENSG00000198840.2
226,ENSG00000201998,SNORA23,SNORA23-201,,True,ENST00000365128,ENSG00000201998.1
227,ENSG00000011304,PTBP1,PTBP1-203,NM_002819.5,True,ENST00000356948,ENSG00000011304.19
228,ENSG00000127022,CANX,CANX-201,NM_001746.4,True,ENST00000247461,ENSG00000127022.14
229,ENSG00000175061,SNHG29,SNHG29-259,,True,ENST00000702366,ENSG00000175061.17
230,ENSG00000176340,COX8A,COX8A-201,NM_004074.3,True,ENST00000314133,ENSG00000176340.3
231,ENSG00000203814,H2BC18,H2BC18-201,NM_001024599.5,True,ENST00000369167,ENSG00000203814.6
232,ENSG00000276161,SNORA17B,SNORA17B-201,,True,ENST00000362567,ENSG00000276161.1
233,ENSG00000134333,LDHA,LDHA-205,NM_005566.4,True,ENST00000422447,ENSG00000134333.13
234,ENSG00000196924,FLNA,FLNA-202,NM_001110556.2,True,ENST00000369850,ENSG00000196924.15
235,ENSG00000127184,COX7C,COX7C-201,NM_001867.3,True,ENST00000247655,ENSG00000127184.12
236,ENSG00000179218,CALR,CALR-201,NM_004343.4,True,ENST00000316448,ENSG00000179218.13
237,ENSG00000185130,H2BC13,H2BC13-201,NM_003519.4,True,ENST00000377401,ENSG00000185130.5
238,ENSG00000164032,H2AZ1,H2AZ1-201,NM_002106.4,True,ENST00000296417,ENSG00000164032.11
239,ENSG00000277157,H4C4,H4C4-201,NM_003539.4,True,ENST00000614247,ENSG00000277157.1
240,ENSG00000146701,MDH2,MDH2-201,NM_005918.4,True,ENST00000315758,ENSG00000146701.11
241,ENSG00000150991,UBC,UBC-201,NM_021009.7,True,ENST00000339647,ENSG00000150991.14
242,ENSG00000075415,SLC25A3,SLC25A3-216,NM_002635.4,True,ENST00000552981,ENSG00000075415.12
243,ENSG00000178982,EIF3K,EIF3K-201,NM_013234.4,True,ENST00000248342,ENSG00000178982.9
244,ENSG00000185201,IFITM2,IFITM2-205,NM_006435.3,True,ENST00000616316,ENSG00000185201.16
245,ENSG00000203852,H3C15,H3C15-201,NM_001005464.3,True,ENST00000403683,ENSG00000203852.3
246,ENSG00000203811,H3C14,H3C14-201,NM_021059.3,True,ENST00000369158,ENSG00000203811.1
247,ENSG00000185885,IFITM1,IFITM1-202,NM_003641.5,True,ENST00000408968,ENSG00000185885.15
248,ENSG00000111669,TPI1,TPI1-202,NM_000365.6,True,ENST00000396705,ENSG00000111669.14
249,ENSG00000214736,TOMM6,TOMM6-201,NM_001382294.1,True,ENST00000398881,ENSG00000214736.7
250,ENSG00000168209,DDIT4,DDIT4-201,NM_019058.4,True,ENST00000307365,ENSG00000168209.4
251,ENSG00000104529,EEF1D,EEF1D-254,NM_001130053.5,True,ENST00000618139,ENSG00000104529.17
252,ENSG00000205777,GAGE1,GAGE1-201,NM_001040663.4,True,ENST00000381700,ENSG00000205777.17
253,ENSG00000240972,MIF,MIF-201,NM_002415.2,True,ENST00000215754,ENSG00000240972.1
254,ENSG00000169710,FASN,FASN-201,NM_004104.5,True,ENST00000306749,ENSG00000169710.8
255,ENSG00000120438,TCP1,TCP1-201,NM_030752.3,True,ENST00000321394,ENSG00000120438.11
256,ENSG00000116459,ATP5PB,ATP5PB-202,NM_001688.5,True,ENST00000369722,ENSG00000116459.10
257,ENSG00000234648,,,,True,ENST00000448875,ENSG00000234648.1
258,ENSG00000143977,SNRPG,SNRPG-201,NM_003096.4,True,ENST00000272348,ENSG00000143977.13
259,ENSG00000135624,CCT7,CCT7-201,NM_006429.4,True,ENST00000258091,ENSG00000135624.15
260,ENSG00000114942,EEF1B2,EEF1B2-203,NM_001959.4,True,ENST00000392222,ENSG00000114942.13
261,ENSG00000126088,UROD,UROD-201,NM_000374.5,True,ENST00000246337,ENSG00000126088.13
262,ENSG00000116251,RPL22,RPL22-201,NM_000983.4,True,ENST00000234875,ENSG00000116251.10
263,ENSG00000161179,YDJC,YDJC-201,NM_001017964.2,True,ENST00000292778,ENSG00000161179.13
264,ENSG00000108424,KPNB1,KPNB1-201,NM_002265.6,True,ENST00000290158,ENSG00000108424.9
265,ENSG00000108654,DDX5,DDX5-201,NM_004396.5,True,ENST00000225792,ENSG00000108654.14
266,ENSG00000026025,VIM,VIM-209,NM_003380.5,True,ENST00000544301,ENSG00000026025.15
267,ENSG00000063046,EIF4B,EIF4B-201,NM_001417.7,True,ENST00000262056,ENSG00000063046.17
268,ENSG00000166508,MCM7,MCM7-201,NM_005916.5,True,ENST00000303887,ENSG00000166508.17
269,ENSG00000209582,SNORA48,SNORA48-201,,True,ENST00000386847,ENSG00000209582.1
